,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
1291,8510,Male,Loyal Customer,37,Business travel,Business,1923,4,4,3,4,4,4,4,4,4,4,4,4,4,3,21,16.0,neutral or dissatisfied
1292,75812,Male,Loyal Customer,45,Business travel,Eco Plus,413,2,5,5,5,2,2,2,2,2,3,3,1,4,2,0,0.0,neutral or dissatisfied
1293,6125,Female,Loyal Customer,38,Business travel,Business,491,1,1,3,1,3,4,4,4,4,4,4,4,4,4,74,65.0,satisfied
1294,5475,Female,Loyal Customer,68,Personal Travel,Eco,265,3,3,0,3,4,3,3,5,5,0,5,4,5,4,0,0.0,neutral or dissatisfied
1295,114113,Male,Loyal Customer,50,Business travel,Business,846,2,2,2,2,2,5,4,3,3,2,3,5,3,3,0,0.0,satisfied
1296,56159,Female,disloyal Customer,14,Business travel,Business,1400,5,4,5,1,3,5,3,3,3,5,4,5,5,3,0,0.0,satisfied
1297,119742,Female,Loyal Customer,35,Personal Travel,Eco,1496,3,1,3,4,3,3,3,3,4,3,3,4,4,3,0,0.0,neutral or dissatisfied
1298,114045,Male,Loyal Customer,47,Business travel,Business,2935,2,2,2,2,2,5,5,3,3,3,3,3,3,3,6,0.0,satisfied
1299,56168,Male,disloyal Customer,25,Business travel,Eco,1569,2,2,2,3,3,2,3,3,1,1,3,2,2,3,72,124.0,neutral or dissatisfied
1300,57258,Male,disloyal Customer,26,Business travel,Business,628,2,2,2,2,1,2,1,1,3,4,5,3,4,1,0,0.0,neutral or dissatisfied
1301,62152,Female,Loyal Customer,72,Business travel,Business,2454,4,3,2,3,5,1,2,4,4,3,4,2,4,2,2,6.0,neutral or dissatisfied
1302,31055,Male,Loyal Customer,38,Business travel,Business,641,3,5,5,5,5,3,2,3,3,3,3,2,3,1,44,54.0,neutral or dissatisfied
1303,8777,Male,Loyal Customer,44,Business travel,Business,552,4,4,4,4,2,5,5,3,3,3,3,4,3,4,5,11.0,satisfied
1304,69746,Female,disloyal Customer,44,Business travel,Business,1085,2,2,2,4,2,2,5,2,4,4,5,4,5,2,0,0.0,neutral or dissatisfied
1305,118637,Female,disloyal Customer,26,Business travel,Eco,646,1,3,1,4,3,1,3,3,3,5,3,4,4,3,16,20.0,neutral or dissatisfied
1306,21097,Female,disloyal Customer,23,Business travel,Eco,106,0,0,0,2,2,0,2,2,1,5,1,1,5,2,0,0.0,satisfied
1307,64301,Female,Loyal Customer,30,Business travel,Business,1172,3,3,3,3,5,5,5,5,5,4,5,3,5,5,7,0.0,satisfied
1308,28009,Female,Loyal Customer,39,Business travel,Business,763,3,3,3,3,2,1,3,4,4,4,4,5,4,1,0,0.0,satisfied
1309,28711,Male,Loyal Customer,51,Business travel,Business,2717,5,5,5,5,5,5,5,3,2,4,1,5,1,5,0,3.0,satisfied
1310,126953,Female,Loyal Customer,43,Business travel,Business,370,4,4,4,4,5,5,4,2,2,2,2,5,2,4,16,13.0,satisfied
1311,44049,Male,Loyal Customer,66,Personal Travel,Eco,237,4,4,4,1,3,4,3,3,5,3,5,4,4,3,0,1.0,neutral or dissatisfied
1312,67758,Female,Loyal Customer,31,Business travel,Eco,1242,3,5,5,5,3,3,3,3,1,4,4,2,4,3,0,0.0,neutral or dissatisfied
1313,49081,Male,disloyal Customer,42,Business travel,Eco,262,2,0,3,2,2,3,2,2,3,3,1,3,4,2,0,3.0,neutral or dissatisfied
1314,77706,Female,Loyal Customer,22,Business travel,Eco,696,2,5,5,5,2,1,2,2,4,1,3,1,4,2,2,12.0,neutral or dissatisfied
1315,28237,Male,Loyal Customer,41,Business travel,Business,2034,4,4,2,4,5,1,4,4,4,4,4,3,4,2,0,0.0,satisfied
1316,59645,Female,Loyal Customer,21,Business travel,Business,2045,3,5,5,5,3,3,3,3,2,4,4,2,4,3,0,0.0,neutral or dissatisfied
1317,87248,Male,Loyal Customer,58,Business travel,Business,3463,1,1,1,1,2,4,4,5,5,5,5,4,5,5,118,109.0,satisfied
1318,20088,Female,Loyal Customer,55,Business travel,Business,2755,5,5,5,5,2,5,5,4,4,4,4,5,4,5,22,23.0,satisfied
1319,69217,Female,Loyal Customer,58,Business travel,Business,2686,3,3,3,3,4,5,4,4,4,4,4,5,4,3,0,0.0,satisfied
1320,88471,Male,Loyal Customer,39,Business travel,Business,2275,5,5,5,5,3,2,3,4,4,4,4,1,4,2,0,0.0,satisfied
1321,104153,Male,Loyal Customer,38,Business travel,Business,2982,5,5,5,5,3,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
1322,24702,Male,Loyal Customer,35,Business travel,Eco,397,2,1,1,1,2,2,2,2,1,4,4,2,3,2,0,6.0,neutral or dissatisfied
1323,19174,Male,Loyal Customer,38,Business travel,Business,2097,3,3,3,3,2,4,2,4,4,4,4,4,4,4,40,27.0,satisfied
1324,118513,Female,Loyal Customer,43,Business travel,Business,3108,2,2,2,2,2,2,3,2,2,2,2,4,2,4,0,0.0,neutral or dissatisfied
1325,88757,Female,Loyal Customer,46,Business travel,Business,271,2,2,2,2,3,4,5,4,4,4,4,4,4,5,0,0.0,satisfied
1326,1919,Female,Loyal Customer,50,Business travel,Business,2510,1,1,1,1,5,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
1327,28099,Female,Loyal Customer,39,Business travel,Business,3019,2,2,2,2,5,3,3,5,5,5,5,1,5,4,10,0.0,satisfied
1328,82508,Male,disloyal Customer,26,Business travel,Business,1749,4,4,4,4,4,4,4,4,3,5,3,4,5,4,0,0.0,satisfied
1329,22647,Female,Loyal Customer,60,Business travel,Eco Plus,300,5,5,2,5,5,4,1,3,3,5,3,5,3,1,27,22.0,satisfied
1330,121227,Male,Loyal Customer,37,Business travel,Business,2075,1,1,3,1,4,3,4,4,4,3,4,4,4,3,38,34.0,satisfied
1331,83513,Male,Loyal Customer,19,Personal Travel,Eco,946,1,4,1,4,4,1,4,4,3,3,3,4,3,4,3,0.0,neutral or dissatisfied
1332,120954,Female,disloyal Customer,24,Business travel,Eco,1013,1,1,1,4,2,1,4,2,3,5,3,4,3,2,54,56.0,neutral or dissatisfied
1333,53450,Male,Loyal Customer,22,Business travel,Business,2288,4,4,4,4,2,2,2,4,5,4,2,2,2,2,0,7.0,satisfied
1334,20591,Male,Loyal Customer,54,Business travel,Eco Plus,533,2,2,2,2,2,2,2,2,3,3,4,3,3,2,0,3.0,neutral or dissatisfied
1335,76388,Female,disloyal Customer,26,Business travel,Eco,531,3,5,3,2,4,3,4,4,2,5,3,1,5,4,10,0.0,neutral or dissatisfied
1336,111033,Female,Loyal Customer,39,Business travel,Business,2976,2,2,2,2,5,5,4,4,4,4,4,4,4,4,60,58.0,satisfied
1337,3226,Male,Loyal Customer,58,Business travel,Business,479,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0.0,satisfied
1338,15268,Female,Loyal Customer,60,Business travel,Eco,501,5,1,2,1,3,1,4,3,3,5,3,1,3,1,0,0.0,satisfied
1339,89816,Male,Loyal Customer,42,Business travel,Business,3215,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
1340,34907,Female,disloyal Customer,24,Business travel,Eco,187,3,4,3,2,3,3,3,3,1,3,4,2,2,3,0,0.0,neutral or dissatisfied
1341,81556,Male,disloyal Customer,40,Business travel,Eco,936,3,3,3,3,4,3,1,4,2,3,3,2,4,4,0,0.0,neutral or dissatisfied
1342,49334,Male,Loyal Customer,50,Business travel,Eco,372,5,4,4,4,5,5,5,5,5,2,1,5,2,5,0,0.0,satisfied
1343,85780,Female,Loyal Customer,39,Business travel,Business,620,1,1,1,1,5,4,5,5,5,5,5,3,5,4,5,0.0,satisfied
1344,11890,Female,disloyal Customer,24,Business travel,Eco,744,4,4,4,1,2,4,5,2,4,4,4,5,4,2,43,37.0,satisfied
1345,113957,Female,Loyal Customer,46,Business travel,Business,1790,4,4,4,4,4,3,5,5,5,5,5,5,5,4,26,4.0,satisfied
1346,56295,Male,Loyal Customer,67,Personal Travel,Eco,2227,2,5,2,4,1,2,1,1,4,5,5,4,4,1,0,0.0,neutral or dissatisfied
1347,99126,Female,Loyal Customer,35,Personal Travel,Eco,419,2,5,2,2,5,2,5,5,3,2,1,1,1,5,43,33.0,neutral or dissatisfied
1348,67172,Male,Loyal Customer,50,Personal Travel,Eco,929,3,4,3,3,1,3,1,1,3,2,4,4,4,1,0,0.0,neutral or dissatisfied
1349,75117,Female,Loyal Customer,34,Business travel,Business,1846,4,4,5,4,5,4,4,4,4,4,4,4,4,5,0,0.0,satisfied
1350,32544,Male,Loyal Customer,41,Business travel,Eco,163,5,4,4,4,5,5,5,5,2,2,5,4,5,5,0,0.0,satisfied
1351,104741,Female,Loyal Customer,42,Business travel,Business,3515,4,4,4,4,5,5,5,5,5,5,5,5,5,5,15,2.0,satisfied
1352,76294,Male,Loyal Customer,42,Business travel,Business,2182,1,1,1,1,5,3,5,5,5,5,5,5,5,3,8,0.0,satisfied
1353,3478,Female,Loyal Customer,20,Personal Travel,Business,1080,5,4,5,4,4,5,4,4,5,2,5,4,5,4,52,38.0,satisfied
1354,119521,Female,Loyal Customer,58,Business travel,Eco,499,5,5,5,5,4,1,5,5,5,5,5,4,5,5,0,7.0,satisfied
1355,90907,Female,Loyal Customer,29,Business travel,Business,3897,3,4,4,4,3,3,3,3,3,2,3,2,4,3,0,12.0,neutral or dissatisfied
1356,128925,Female,disloyal Customer,32,Business travel,Eco,414,2,1,2,3,3,2,3,3,1,2,4,4,4,3,34,23.0,neutral or dissatisfied
1357,110943,Male,Loyal Customer,7,Personal Travel,Eco,404,4,2,3,4,3,3,3,3,2,3,4,2,3,3,15,0.0,neutral or dissatisfied
1358,129730,Female,Loyal Customer,48,Business travel,Business,3801,4,4,2,4,5,3,2,4,4,4,4,3,4,2,100,94.0,neutral or dissatisfied
1359,31263,Female,disloyal Customer,45,Business travel,Eco,770,3,3,3,3,5,3,5,5,4,1,2,3,5,5,0,0.0,neutral or dissatisfied
1360,59917,Male,Loyal Customer,27,Business travel,Business,2845,3,5,5,5,3,3,3,3,4,1,4,2,4,3,130,115.0,neutral or dissatisfied
1361,6398,Female,Loyal Customer,10,Personal Travel,Eco,296,1,5,1,4,3,1,3,3,5,5,4,5,4,3,0,21.0,neutral or dissatisfied
1362,87138,Male,Loyal Customer,28,Business travel,Eco Plus,594,2,4,4,4,2,2,2,2,4,1,4,4,4,2,5,87.0,neutral or dissatisfied
1363,37914,Female,Loyal Customer,66,Personal Travel,Eco,1023,4,4,4,3,2,5,3,3,3,4,3,1,3,2,1,3.0,neutral or dissatisfied
1364,95718,Male,Loyal Customer,46,Business travel,Business,3404,2,2,2,2,3,4,5,5,5,5,5,3,5,5,0,0.0,satisfied
1365,1799,Male,Loyal Customer,59,Business travel,Business,2111,5,5,5,5,3,4,4,4,4,5,4,4,4,4,0,0.0,satisfied
1366,73656,Male,Loyal Customer,52,Business travel,Business,2467,3,5,5,5,3,3,4,4,4,4,3,2,4,1,43,36.0,neutral or dissatisfied
1367,24943,Male,Loyal Customer,33,Business travel,Business,1747,2,2,2,2,2,2,2,2,4,1,5,3,1,2,25,20.0,satisfied
1368,11549,Male,Loyal Customer,57,Business travel,Business,772,2,2,2,2,4,4,4,3,2,4,5,4,5,4,222,221.0,satisfied
1369,82667,Female,Loyal Customer,14,Personal Travel,Eco,120,3,4,3,1,2,3,1,2,1,3,1,1,4,2,0,0.0,neutral or dissatisfied
1370,1097,Male,Loyal Customer,13,Personal Travel,Eco,164,2,5,2,3,3,2,3,3,3,4,5,3,4,3,3,0.0,neutral or dissatisfied
1371,99288,Male,disloyal Customer,57,Personal Travel,Eco,833,1,4,1,1,5,1,5,5,5,2,4,5,5,5,87,75.0,neutral or dissatisfied
1372,82724,Male,Loyal Customer,60,Business travel,Business,2430,4,4,4,4,5,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
1373,26258,Female,Loyal Customer,61,Personal Travel,Eco Plus,581,1,4,1,3,2,4,5,3,3,1,1,5,3,3,44,48.0,neutral or dissatisfied
1374,75160,Male,Loyal Customer,58,Business travel,Business,1744,3,3,3,3,2,5,4,3,3,3,3,3,3,3,0,0.0,satisfied
1375,66685,Male,Loyal Customer,48,Business travel,Business,2434,2,1,1,1,4,3,4,2,2,2,2,1,2,1,0,0.0,neutral or dissatisfied
1376,28777,Male,Loyal Customer,48,Business travel,Business,605,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
1377,102597,Female,Loyal Customer,66,Personal Travel,Eco Plus,226,5,5,5,1,4,5,4,4,4,5,4,4,4,3,12,5.0,satisfied
1378,82172,Male,Loyal Customer,57,Personal Travel,Eco,237,2,5,2,1,3,2,3,3,5,4,4,5,5,3,0,0.0,neutral or dissatisfied
1379,73259,Male,Loyal Customer,8,Personal Travel,Eco,675,1,2,1,4,1,1,1,1,2,3,4,4,4,1,0,0.0,neutral or dissatisfied
1380,47873,Female,Loyal Customer,31,Business travel,Eco,462,2,2,2,2,2,2,2,2,4,3,3,3,3,2,11,27.0,neutral or dissatisfied
1381,65196,Male,Loyal Customer,25,Personal Travel,Eco,224,3,2,3,3,5,3,5,5,4,5,4,4,4,5,4,4.0,neutral or dissatisfied
1382,25415,Male,Loyal Customer,50,Personal Travel,Eco,990,3,4,3,3,5,3,5,5,3,3,4,4,4,5,2,0.0,neutral or dissatisfied
1383,37302,Female,Loyal Customer,27,Business travel,Eco,1074,1,1,1,1,1,2,1,1,2,2,1,3,3,1,0,0.0,neutral or dissatisfied
1384,96254,Female,Loyal Customer,23,Personal Travel,Eco,687,5,4,5,3,1,5,1,1,5,4,4,5,5,1,0,0.0,satisfied
1385,3029,Male,Loyal Customer,29,Personal Travel,Eco,987,1,5,1,2,4,1,1,4,5,1,2,2,3,4,0,3.0,neutral or dissatisfied
1386,78149,Male,disloyal Customer,26,Business travel,Business,192,3,5,3,4,4,3,4,4,5,2,4,4,4,4,8,8.0,neutral or dissatisfied
1387,120152,Female,Loyal Customer,57,Business travel,Business,2378,4,4,1,4,5,5,5,4,4,4,5,5,4,5,28,40.0,satisfied
1388,128690,Male,Loyal Customer,57,Business travel,Eco Plus,2442,3,1,5,1,3,3,3,2,3,2,4,3,2,3,6,0.0,neutral or dissatisfied
1389,32172,Female,Loyal Customer,46,Business travel,Eco,101,5,3,3,3,1,1,5,5,5,5,5,1,5,5,0,0.0,satisfied
1390,55884,Male,Loyal Customer,58,Business travel,Business,3810,3,3,3,3,5,5,5,5,4,4,4,5,5,5,163,160.0,satisfied
1391,40279,Female,Loyal Customer,29,Personal Travel,Eco,358,4,4,4,4,5,4,5,5,5,2,5,4,5,5,0,0.0,neutral or dissatisfied
1392,113444,Male,Loyal Customer,23,Business travel,Business,258,1,3,3,3,1,1,1,1,3,3,4,1,4,1,10,6.0,neutral or dissatisfied
1393,4711,Female,disloyal Customer,21,Business travel,Business,364,2,2,2,4,3,2,3,3,2,1,4,2,3,3,0,8.0,neutral or dissatisfied
1394,38762,Female,Loyal Customer,41,Business travel,Business,1603,5,5,5,5,1,5,2,5,5,5,5,3,5,1,0,0.0,satisfied
1395,8886,Male,Loyal Customer,46,Personal Travel,Eco,622,4,4,4,3,5,4,5,5,4,5,4,3,5,5,0,0.0,neutral or dissatisfied
1396,4592,Female,disloyal Customer,26,Business travel,Eco,416,1,4,1,3,4,1,4,4,1,3,2,1,1,4,0,0.0,neutral or dissatisfied
1397,1769,Male,Loyal Customer,40,Business travel,Business,408,4,4,4,4,3,4,5,3,3,4,3,3,3,5,0,2.0,satisfied
1398,84160,Male,Loyal Customer,58,Business travel,Business,1742,4,4,4,4,3,5,4,5,5,5,5,5,5,5,0,0.0,satisfied
1399,113068,Female,Loyal Customer,62,Business travel,Eco,543,1,0,0,2,3,2,3,4,4,1,4,4,4,1,0,0.0,neutral or dissatisfied
1400,30358,Male,Loyal Customer,49,Business travel,Eco,641,5,1,1,1,5,5,5,5,2,1,3,2,3,5,37,34.0,satisfied
1401,79354,Male,Loyal Customer,48,Personal Travel,Eco,1020,3,5,3,4,4,3,4,4,2,4,4,2,5,4,0,0.0,neutral or dissatisfied
1402,61539,Female,Loyal Customer,14,Personal Travel,Eco,2358,1,4,1,5,3,1,3,3,4,4,3,3,5,3,0,0.0,neutral or dissatisfied
1403,3755,Male,Loyal Customer,66,Personal Travel,Eco Plus,544,1,3,1,3,1,1,1,3,1,3,2,1,1,1,205,240.0,neutral or dissatisfied
1404,99310,Male,Loyal Customer,37,Business travel,Eco,448,2,3,5,3,2,2,2,2,2,2,2,1,3,2,0,0.0,neutral or dissatisfied
1405,90659,Male,Loyal Customer,41,Business travel,Business,646,5,5,5,5,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
1406,127382,Female,Loyal Customer,46,Business travel,Business,868,2,2,2,2,4,4,5,3,3,3,3,4,3,4,0,0.0,satisfied
1407,46847,Female,disloyal Customer,27,Business travel,Eco,850,1,1,1,4,2,1,2,2,2,2,5,2,1,2,15,0.0,neutral or dissatisfied
1408,124634,Male,Loyal Customer,10,Personal Travel,Eco,1671,2,1,2,4,2,2,2,2,2,2,3,1,4,2,0,0.0,neutral or dissatisfied
1409,46253,Male,Loyal Customer,64,Personal Travel,Eco,752,2,4,2,4,5,2,5,5,5,5,4,4,5,5,0,0.0,neutral or dissatisfied
1410,16122,Female,Loyal Customer,58,Business travel,Eco,725,3,1,1,1,3,4,3,3,3,3,3,3,3,4,0,0.0,neutral or dissatisfied
1411,126727,Female,Loyal Customer,56,Business travel,Business,2521,5,5,5,5,4,3,5,4,4,5,4,3,4,5,0,0.0,satisfied
1412,1754,Female,Loyal Customer,57,Business travel,Business,364,5,4,5,5,4,5,5,5,5,5,5,3,5,4,7,17.0,satisfied
1413,3384,Male,Loyal Customer,41,Business travel,Business,315,2,5,5,5,2,2,2,1,2,3,2,2,2,2,275,248.0,neutral or dissatisfied
1414,22289,Male,disloyal Customer,21,Business travel,Eco,208,1,5,1,3,5,1,5,5,1,1,4,2,4,5,0,0.0,neutral or dissatisfied
1415,98857,Male,Loyal Customer,31,Business travel,Eco,1751,3,5,5,5,3,3,3,3,4,3,2,1,3,3,0,0.0,neutral or dissatisfied
1416,87655,Female,Loyal Customer,59,Business travel,Business,591,5,5,5,5,3,4,5,3,3,3,3,3,3,4,1,5.0,satisfied
1417,124021,Male,Loyal Customer,44,Personal Travel,Eco,184,3,5,3,3,2,3,2,2,5,5,5,5,4,2,0,1.0,neutral or dissatisfied
1418,56195,Female,Loyal Customer,65,Personal Travel,Eco,1569,1,5,1,1,5,5,4,3,3,1,3,4,3,4,0,16.0,neutral or dissatisfied
1419,49827,Female,Loyal Customer,16,Business travel,Eco,262,1,2,2,2,1,1,1,1,2,2,4,4,3,1,0,0.0,neutral or dissatisfied
1420,123651,Female,disloyal Customer,22,Business travel,Eco,214,1,1,1,4,4,1,5,4,3,4,3,1,4,4,0,0.0,neutral or dissatisfied
1421,101143,Female,disloyal Customer,41,Business travel,Business,1235,3,3,3,1,2,3,2,2,4,2,5,5,4,2,0,0.0,neutral or dissatisfied
1422,38685,Female,Loyal Customer,35,Business travel,Eco Plus,2588,4,3,3,3,4,4,4,4,5,3,4,2,2,4,0,0.0,satisfied
1423,747,Male,Loyal Customer,58,Business travel,Business,1834,3,3,3,3,4,4,4,5,5,5,5,4,5,4,0,0.0,satisfied
1424,73934,Female,Loyal Customer,42,Business travel,Eco,2342,2,2,5,2,5,4,4,2,2,2,2,2,2,2,8,0.0,neutral or dissatisfied
1425,83816,Male,Loyal Customer,45,Business travel,Business,425,1,1,1,1,4,4,5,4,4,4,4,3,4,5,2,1.0,satisfied
1426,111415,Male,Loyal Customer,27,Personal Travel,Eco,1671,2,2,2,3,4,2,4,4,2,5,3,1,3,4,0,0.0,neutral or dissatisfied
1427,21222,Female,Loyal Customer,49,Personal Travel,Eco,192,2,5,2,3,4,4,4,2,2,2,3,5,2,3,0,0.0,neutral or dissatisfied
1428,34485,Female,Loyal Customer,49,Business travel,Eco Plus,266,4,2,2,2,4,3,5,4,4,4,4,3,4,1,8,7.0,satisfied
1429,68436,Female,Loyal Customer,38,Business travel,Business,1045,5,5,5,5,4,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
1430,24992,Female,Loyal Customer,51,Business travel,Business,2607,5,5,5,5,3,3,3,4,4,4,4,2,4,1,0,0.0,satisfied
1431,111889,Female,Loyal Customer,41,Business travel,Business,1650,1,1,1,1,5,3,4,1,1,2,1,4,1,2,37,44.0,neutral or dissatisfied
1432,32063,Male,disloyal Customer,23,Business travel,Eco,102,3,0,3,1,5,3,5,5,5,2,5,4,4,5,5,5.0,neutral or dissatisfied
1433,85526,Female,Loyal Customer,57,Business travel,Business,1919,4,4,4,4,2,4,5,5,5,5,5,4,5,4,0,0.0,satisfied
1434,99328,Male,Loyal Customer,44,Personal Travel,Eco,448,1,5,3,4,4,3,4,4,3,3,4,4,2,4,52,54.0,neutral or dissatisfied
1435,110853,Female,Loyal Customer,56,Business travel,Business,3767,4,4,4,4,2,4,4,4,4,4,4,5,4,4,0,0.0,satisfied
1436,75309,Female,Loyal Customer,53,Business travel,Business,2504,2,2,2,2,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
1437,33223,Female,disloyal Customer,29,Business travel,Eco Plus,201,2,2,2,1,5,2,4,5,5,4,5,3,3,5,0,0.0,neutral or dissatisfied
1438,84682,Female,disloyal Customer,59,Business travel,Eco,682,3,3,3,1,2,3,2,2,3,5,1,1,2,2,0,4.0,neutral or dissatisfied
1439,117534,Female,Loyal Customer,49,Business travel,Business,1623,1,1,1,1,3,4,4,2,2,2,2,4,2,3,60,52.0,satisfied
1440,86837,Male,disloyal Customer,30,Business travel,Eco,484,2,0,3,5,4,3,4,4,1,1,3,3,5,4,0,0.0,neutral or dissatisfied
1441,88319,Female,Loyal Customer,43,Business travel,Business,2680,1,1,1,1,4,4,4,4,4,4,4,5,4,5,0,1.0,satisfied
1442,45993,Female,disloyal Customer,25,Business travel,Eco,483,4,4,4,4,3,4,3,3,4,2,4,4,3,3,0,5.0,neutral or dissatisfied
1443,44867,Female,Loyal Customer,36,Business travel,Business,3151,4,4,4,4,5,4,4,4,4,4,4,1,4,2,12,7.0,satisfied
1444,123906,Male,Loyal Customer,36,Personal Travel,Eco,603,2,4,2,5,3,2,3,3,5,4,5,4,4,3,0,0.0,neutral or dissatisfied
1445,95175,Male,Loyal Customer,56,Personal Travel,Eco,562,4,4,4,2,5,4,5,5,5,5,5,4,5,5,0,0.0,neutral or dissatisfied
1446,50039,Male,Loyal Customer,26,Business travel,Business,308,4,3,3,3,4,4,4,4,3,2,3,1,4,4,0,27.0,neutral or dissatisfied
1447,2537,Female,Loyal Customer,35,Business travel,Business,181,0,4,0,4,2,4,4,4,4,4,4,5,4,3,6,14.0,satisfied
1448,62051,Male,Loyal Customer,51,Personal Travel,Eco,2475,2,3,2,2,1,2,1,1,4,3,4,1,3,1,0,0.0,neutral or dissatisfied
1449,66913,Female,Loyal Customer,29,Business travel,Business,3170,4,4,4,4,5,5,5,5,5,4,5,5,5,5,0,0.0,satisfied
1450,67653,Female,Loyal Customer,44,Business travel,Business,2267,3,3,3,3,3,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
1451,5437,Female,Loyal Customer,38,Business travel,Business,1668,5,4,5,5,3,5,4,5,5,5,5,5,5,3,23,12.0,satisfied
1452,114848,Female,Loyal Customer,46,Business travel,Business,417,5,5,5,5,4,4,5,5,5,5,5,3,5,4,18,19.0,satisfied
1453,32866,Male,Loyal Customer,63,Personal Travel,Eco,163,4,4,4,5,3,4,3,3,4,5,4,4,5,3,0,0.0,neutral or dissatisfied
1454,27601,Female,Loyal Customer,50,Personal Travel,Eco,679,2,1,2,4,1,4,3,2,2,2,1,1,2,3,0,0.0,neutral or dissatisfied
1455,850,Female,Loyal Customer,54,Business travel,Business,354,3,5,5,5,2,3,4,3,3,3,3,2,3,2,0,0.0,neutral or dissatisfied
1456,73034,Male,Loyal Customer,17,Personal Travel,Eco,1089,3,5,3,4,2,3,2,2,3,2,1,3,4,2,0,4.0,neutral or dissatisfied
1457,119359,Male,Loyal Customer,53,Personal Travel,Eco,2089,1,1,1,4,5,1,5,5,4,5,2,3,3,5,4,9.0,neutral or dissatisfied
1458,107819,Female,Loyal Customer,53,Business travel,Eco,349,4,3,3,3,1,5,5,5,5,4,5,3,5,4,0,0.0,satisfied
1459,98879,Male,disloyal Customer,37,Business travel,Eco,591,3,3,3,3,1,3,1,1,4,2,4,4,3,1,44,62.0,neutral or dissatisfied
1460,115334,Male,disloyal Customer,52,Business travel,Eco,480,1,2,1,2,3,1,3,3,4,2,2,3,2,3,0,0.0,neutral or dissatisfied
1461,1415,Male,Loyal Customer,28,Personal Travel,Eco Plus,164,1,1,1,3,1,1,1,1,1,2,3,4,3,1,0,0.0,neutral or dissatisfied
1462,39685,Female,Loyal Customer,45,Business travel,Eco Plus,534,1,2,2,2,4,3,4,1,1,1,1,1,1,2,0,9.0,neutral or dissatisfied
1463,35737,Male,Loyal Customer,29,Business travel,Business,2153,1,1,4,1,5,5,5,5,4,3,5,5,4,5,25,22.0,satisfied
1464,107533,Female,Loyal Customer,44,Business travel,Business,1521,2,1,2,2,5,4,4,4,4,4,4,5,4,4,19,42.0,satisfied
1465,14244,Female,Loyal Customer,34,Business travel,Business,2974,4,2,4,4,5,5,4,4,4,4,4,5,4,4,0,0.0,satisfied
1466,120273,Female,disloyal Customer,46,Business travel,Business,1576,4,4,4,4,4,5,5,5,3,4,4,5,4,5,167,139.0,satisfied
1467,73725,Male,disloyal Customer,15,Business travel,Eco,204,5,3,5,3,5,5,5,5,5,3,2,5,2,5,0,0.0,satisfied
1468,53440,Female,Loyal Customer,27,Business travel,Eco,2419,4,2,2,2,4,5,4,4,2,1,3,2,5,4,0,0.0,satisfied
1469,12607,Female,Loyal Customer,21,Personal Travel,Eco,542,2,4,2,4,2,2,2,2,1,5,4,3,3,2,0,0.0,neutral or dissatisfied
1470,91384,Female,disloyal Customer,41,Business travel,Business,743,3,3,3,3,4,3,4,4,5,3,4,3,4,4,2,1.0,satisfied
1471,10149,Male,Loyal Customer,59,Personal Travel,Eco,1157,3,5,3,4,3,3,3,3,3,3,3,5,5,3,1,0.0,neutral or dissatisfied
1472,103826,Female,disloyal Customer,27,Business travel,Eco,1056,2,2,2,3,1,2,1,1,1,5,4,2,4,1,24,15.0,neutral or dissatisfied
1473,69047,Male,Loyal Customer,33,Business travel,Business,1389,2,2,2,2,5,5,5,5,4,5,5,4,4,5,0,0.0,satisfied
1474,127135,Male,Loyal Customer,32,Personal Travel,Eco,646,4,2,4,3,1,4,1,1,1,5,3,4,3,1,0,0.0,neutral or dissatisfied
1475,54848,Female,disloyal Customer,24,Business travel,Eco,934,4,4,4,2,5,4,5,5,5,2,4,3,5,5,0,0.0,satisfied
1476,6384,Female,disloyal Customer,58,Business travel,Eco,315,4,1,4,2,1,4,1,1,1,1,3,1,3,1,0,0.0,neutral or dissatisfied
1477,40509,Female,Loyal Customer,56,Personal Travel,Eco,175,3,1,3,4,3,4,3,4,4,3,4,4,4,1,0,0.0,neutral or dissatisfied
1478,88347,Male,Loyal Customer,46,Business travel,Business,1524,1,1,1,1,4,4,4,5,5,5,5,4,5,4,1,0.0,satisfied
1479,56364,Male,Loyal Customer,24,Personal Travel,Eco,200,4,5,4,2,1,4,1,1,5,2,4,4,4,1,0,0.0,satisfied
